ID_compra,fecha,horario,categoria,precio_unitario,cantidad,envio,metodo_pago
1236,2023-05-13,21:50,Belleza e higiene,87.9,3,26.37,Tarjeta de Crédito
1229,2023-05-13,18:06,Electrodomésticos,1141.9,3,342.57,Transferencia
1217,2023-05-13,17:22,Herramientas y construcción,181.9,2,40.02,Transferencia
1233,2023-05-13,16:57,Electrodomésticos,3526.9,3,1058.07,Paypal
1221,2023-05-13,00:05,Alimentos y bebidas,7.9,5,3.95,Tarjeta de Crédito
1215,2023-05-13,23:42,Alimentos y bebidas,82.9,1,0.0,Tarjeta de Crédito
1219,2023-05-13,00:49,Belleza e higiene,149.0,4,59.6,Tarjeta de Crédito
1243,2023-05-14,23:14,Electrodomésticos,3029.9,5,1363.46,Transferencia
1248,2023-05-14,00:08,Alimentos y bebidas,62.9,5,0.0,Transferencia
1249,2023-05-14,23:54,Herramientas y construcción,135.9,5,27.18,Transferencia
1255,2023-05-14,23:19,Casa y aseo,119.0,3,42.84,Tarjeta de Crédito
1254,2023-05-14,17:50,Electrodomésticos,2587.9,4,0.0,Tarjeta de Crédito
1253,2023-05-14,19:34,Belleza e higiene,93.9,4,0.0,Transferencia
1245,2023-05-14,00:52,Alimentos y bebidas,21.9,5,7.67,Tarjeta de Crédito
1256,2023-05-14,22:00,Electrodomésticos,483.9,1,29.03,Tarjeta de Crédito
1252,2023-05-14,18:56,Libros,18.0,4,5.04,Transferencia
1246,2023-05-14,18:51,Libros,40.9,5,10.23,Tarjeta de Crédito
1251,2023-05-14,16:53,Belleza e higiene,142.9,5,0.0,Tarjeta de Débito
1250,2023-05-14,22:05,Belleza e higiene,109.9,3,9.89,Tarjeta de Crédito
1242,2023-05-14,22:34,Papelería y oficina,47.9,2,0.0,Paypal
1241,2023-05-14,00:54,Alimentos y bebidas,14.9,4,4.17,Tarjeta de Crédito
1244,2023-05-14,23:56,Casa y aseo,127.9,3,0.0,Transferencia
1247,2023-05-14,18:20,Herramientas y construcción,342.9,1,6.86,Tarjeta de Crédito
1259,2023-05-16,00:51,Herramientas y construcción,40.0,1,2.4,Transferencia
1267,2023-05-16,21:47,Casa y aseo,145.9,3,21.89,Transferencia
1269,2023-05-16,20:30,Electrodomésticos,3431.9,3,308.87,Transferencia
1274,2023-05-16,23:13,Electrodomésticos,3532.0,4,706.4,Tarjeta de Crédito
1263,2023-05-16,15:11,Electrónicos,6259.9,2,500.79,Tarjeta de Débito
1275,2023-05-16,18:15,Herramientas y construcción,28.9,4,11.56,Transferencia
1272,2023-05-16,18:15,Alimentos y bebidas,69.9,5,34.95,Tarjeta de Crédito
1257,2023-05-16,00:31,Electrónicos,5990.9,2,479.27,Transferencia
1262,2023-05-16,21:37,Alimentos y bebidas,26.9,3,0.0,Tarjeta de Crédito
1268,2023-05-16,18:26,Belleza e higiene,49.9,3,11.98,Tarjeta de Crédito
1270,2023-05-16,18:01,Papelería y oficina,33.9,4,6.78,Tarjeta de Crédito
1273,2023-05-16,20:51,Belleza e higiene,58.9,3,8.83,Paypal
1260,2023-05-16,19:47,Libros,133.9,2,16.07,Transferencia
1265,2023-05-16,16:59,Casa y aseo,144.9,2,17.39,Tarjeta de Crédito
1258,2023-05-16,22:37,Papelería y oficina,13.9,1,0.0,Tarjeta de Crédito
1261,2023-05-16,14:23,Herramientas y construcción,79.9,2,7.99,Tarjeta de Crédito
1266,2023-05-16,17:52,Alimentos y bebidas,49.9,3,7.48,Tarjeta de Crédito
1264,2023-05-16,15:34,Belleza e higiene,69.9,3,10.49,Paypal
1276,2023-05-16,22:16,Libros,61.9,3,9.28,Transferencia
1271,2023-05-16,00:03,Casa y aseo,184.9,1,5.55,Tarjeta de Débito
1283,2023-05-17,17:58,Casa y aseo,109.9,1,6.59,Transferencia
1280,2023-05-17,17:37,Casa y aseo,17.9,2,1.43,Tarjeta de Crédito
1281,2023-05-17,18:01,Papelería y oficina,12.9,2,2.32,Transferencia
1290,2023-05-17,17:23,Alimentos y bebidas,56.9,1,2.28,Transferencia
1285,2023-05-17,22:31,Electrodomésticos,3886.9,5,1943.45,Transferencia
1288,2023-05-17,00:41,Alimentos y bebidas,16.9,4,4.06,Transferencia
1284,2023-05-17,23:02,Belleza e higiene,171.9,5,68.76,Tarjeta de Crédito
1299,2023-05-17,17:32,Casa y aseo,100.9,3,15.14,Paypal
1282,2023-05-17,23:10,Papelería y oficina,35.9,2,5.03,Tarjeta de Crédito
1293,2023-05-17,18:51,Herramientas y construcción,280.0,3,84.0,Transferencia
1279,2023-05-17,19:28,Herramientas y construcción,28.9,2,0.0,Transferencia
1286,2023-05-17,14:23,Alimentos y bebidas,59.9,1,4.19,Tarjeta de Débito
1292,2023-05-17,23:24,Libros,100.9,2,12.11,Paypal
1300,2023-05-17,17:08,Alimentos y bebidas,21.9,2,2.63,Tarjeta de Crédito
1295,2023-05-17,23:56,Papelería y oficina,41.9,1,1.68,Transferencia
1296,2023-05-17,18:08,Electrónicos,4540.0,5,1135.0,Transferencia
1298,2023-05-17,00:10,Papelería y oficina,22.9,3,4.81,Tarjeta de Crédito
1277,2023-05-17,14:10,Belleza e higiene,49.9,4,0.0,Transferencia
1289,2023-05-17,22:25,Alimentos y bebidas,76.9,3,6.92,Tarjeta de Crédito
1294,2023-05-17,23:42,Electrodomésticos,3042.9,5,1521.45,Transferencia
1287,2023-05-17,21:43,Electrónicos,5770.9,4,1846.69,Tarjeta de Crédito
1278,2023-05-17,23:36,Papelería y oficina,17.9,4,0.0,Tarjeta de Crédito
1297,2023-05-17,16:59,Casa y aseo,137.9,2,0.0,Transferencia
1291,2023-05-17,23:24,Belleza e higiene,140.9,1,4.23,Transferencia
1318,2023-05-18,22:57,Belleza e higiene,209.9,1,16.79,Tarjeta de Crédito
1312,2023-05-18,23:18,Alimentos y bebidas,17.9,5,4.48,Tarjeta de Crédito
1302,2023-05-18,18:12,Casa y aseo,13.9,5,4.86,Tarjeta de Débito
1315,2023-05-18,19:06,Herramientas y construcción,107.9,2,15.11,Tarjeta de Crédito
1328,2023-05-18,18:52,Casa y aseo,43.9,5,21.95,Transferencia
1304,2023-05-18,16:14,Libros,127.9,5,0.0,Transferencia
1303,2023-05-18,23:44,Electrodomésticos,1009.0,3,0.0,Tarjeta de Crédito
1314,2023-05-18,18:11,Alimentos y bebidas,71.9,1,7.19,Transferencia
1310,2023-05-18,23:38,Belleza e higiene,65.9,4,0.0,Tarjeta de Crédito
1320,2023-05-18,18:40,Papelería y oficina,40.9,3,11.04,Transferencia
1321,2023-05-18,15:18,Alimentos y bebidas,53.9,1,2.16,Paypal
1309,2023-05-18,22:43,Belleza e higiene,125.9,5,0.0,Paypal
1305,2023-05-18,14:21,Electrodomésticos,2760.9,2,496.96,Tarjeta de Crédito
1317,2023-05-18,23:26,Herramientas y construcción,98.0,5,53.9,Tarjeta de Crédito
1316,2023-05-18,19:43,Casa y aseo,12.9,5,2.58,Tarjeta de Crédito
1323,2023-05-18,17:43,Alimentos y bebidas,39.9,5,0.0,Transferencia
1307,2023-05-18,20:49,Alimentos y bebidas,39.9,5,9.98,Tarjeta de Crédito
1325,2023-05-18,00:02,Casa y aseo,82.9,5,24.87,Tarjeta de Crédito
1327,2023-05-18,18:36,Electrodomésticos,2169.0,4,780.84,Tarjeta de Débito
1326,2023-05-18,00:51,Electrodomésticos,3590.9,2,646.36,Tarjeta de Débito
1319,2023-05-18,17:28,Papelería y oficina,6.9,1,0.14,Transferencia
1301,2023-05-18,21:20,Casa y aseo,70.9,3,0.0,Tarjeta de Crédito
1311,2023-05-18,14:02,Belleza e higiene,64.9,5,22.72,Transferencia
1308,2023-05-18,23:18,Belleza e higiene,218.9,2,39.4,Transferencia
1322,2023-05-18,17:29,Casa y aseo,49.9,4,17.96,Paypal
1324,2023-05-18,23:28,Casa y aseo,85.9,5,17.18,Transferencia
1313,2023-05-18,18:48,Alimentos y bebidas,79.9,4,15.98,Tarjeta de Crédito
1306,2023-05-18,15:55,Alimentos y bebidas,98.9,2,1.98,Tarjeta de Crédito
1337,2023-05-19,17:22,Libros,134.9,1,1.35,Tarjeta de Crédito
1360,2023-05-19,22:41,Belleza e higiene,76.9,3,23.07,Transferencia
1353,2023-05-19,17:18,Belleza e higiene,127.9,3,19.19,Tarjeta de Crédito
1333,2023-05-19,17:11,Electrónicos,7989.9,1,559.29,Transferencia
1352,2023-05-19,15:19,Electrodomésticos,722.9,2,101.21,Tarjeta de Crédito
1332,2023-05-19,21:30,Alimentos y bebidas,53.9,4,15.09,Tarjeta de Crédito
1348,2023-05-19,23:56,Alimentos y bebidas,38.9,1,1.94,Tarjeta de Débito
1335,2023-05-19,19:58,Electrónicos,7065.9,4,1413.18,Tarjeta de Crédito
1359,2023-05-19,00:05,Papelería y oficina,30.0,2,2.4,Transferencia
1336,2023-05-19,23:14,Casa y aseo,7.9,5,1.58,Transferencia
1356,2023-05-19,19:27,Herramientas y construcción,253.9,3,68.55,Transferencia
1358,2023-05-19,18:39,Alimentos y bebidas,36.9,5,18.45,Paypal
1330,2023-05-19,00:28,Casa y aseo,69.9,3,6.29,Tarjeta de Crédito
1355,2023-05-19,19:22,Libros,64.9,5,32.45,Transferencia
1340,2023-05-19,23:10,Casa y aseo,117.9,1,8.25,Paypal
1354,2023-05-19,00:08,Casa y aseo,62.9,1,2.52,Tarjeta de Crédito
1346,2023-05-19,22:32,Alimentos y bebidas,69.9,3,6.29,Transferencia
1331,2023-05-19,16:06,Papelería y oficina,18.9,2,1.51,Tarjeta de Crédito
1347,2023-05-19,00:50,Alimentos y bebidas,31.9,2,0.0,Tarjeta de Crédito
1349,2023-05-19,17:03,Casa y aseo,62.9,4,10.06,Tarjeta de Crédito
1344,2023-05-19,22:00,Belleza e higiene,159.9,2,22.39,Tarjeta de Crédito
1351,2023-05-19,14:10,Herramientas y construcción,222.9,4,0.0,Tarjeta de Crédito
1350,2023-05-19,18:36,Alimentos y bebidas,65.9,2,7.91,Paypal
1334,2023-05-19,23:11,Herramientas y construcción,296.9,5,89.07,Tarjeta de Crédito
1343,2023-05-19,19:56,Herramientas y construcción,31.0,3,9.3,Tarjeta de Crédito
1339,2023-05-19,18:41,Alimentos y bebidas,97.9,2,0.0,Tarjeta de Crédito
1341,2023-05-19,23:17,Alimentos y bebidas,47.9,1,3.83,Tarjeta de Crédito
1338,2023-05-19,18:21,Alimentos y bebidas,36.9,5,7.38,Tarjeta de Crédito
1357,2023-05-19,23:33,Casa y aseo,117.9,4,37.73,Tarjeta de Crédito
1342,2023-05-19,00:06,Electrónicos,4166.9,5,0.0,Tarjeta de Crédito
1345,2023-05-19,15:32,Belleza e higiene,56.9,3,11.95,Tarjeta de Crédito
1329,2023-05-19,18:45,Alimentos y bebidas,35.9,5,14.36,Transferencia
1379,2023-05-20,18:37,Electrónicos,7020.9,3,1474.39,Tarjeta de Crédito
1373,2023-05-20,23:48,Herramientas y construcción,203.0,4,40.6,Tarjeta de Débito
1364,2023-05-20,22:14,Herramientas y construcción,211.9,5,63.57,Tarjeta de Crédito
1367,2023-05-20,23:03,Alimentos y bebidas,49.9,3,10.48,Paypal
1380,2023-05-20,21:01,Alimentos y bebidas,96.9,3,14.54,Transferencia
1369,2023-05-20,21:55,Alimentos y bebidas,31.9,3,2.87,Tarjeta de Crédito
1378,2023-05-20,19:16,Herramientas y construcción,333.9,1,16.7,Transferencia
1377,2023-05-20,23:19,Casa y aseo,161.9,3,34.0,Tarjeta de Débito
1366,2023-05-20,18:29,Alimentos y bebidas,2.9,2,0.0,Paypal
1376,2023-05-20,23:34,Electrodomésticos,158.9,4,44.49,Transferencia
1365,2023-05-20,00:38,Electrónicos,4178.9,2,0.0,Transferencia
1374,2023-05-20,17:17,Alimentos y bebidas,23.9,1,0.24,Transferencia
1371,2023-05-20,21:54,Belleza e higiene,232.9,3,27.95,Tarjeta de Crédito
1375,2023-05-20,23:17,Electrónicos,4553.9,5,1366.17,Tarjeta de Crédito
1370,2023-05-20,21:16,Casa y aseo,191.9,1,13.43,Paypal
1361,2023-05-20,22:10,Belleza e higiene,19.9,5,1.99,Transferencia
1363,2023-05-20,16:24,Electrodomésticos,1915.9,1,19.16,Tarjeta de Crédito
1362,2023-05-20,17:06,Alimentos y bebidas,32.9,2,0.0,Transferencia
1372,2023-05-20,18:40,Belleza e higiene,213.9,1,0.0,Tarjeta de Crédito
1368,2023-05-20,23:11,Alimentos y bebidas,11.0,4,3.96,Tarjeta de Crédito
1394,2023-05-21,18:26,Papelería y oficina,2.9,2,0.0,Tarjeta de Crédito
1393,2023-05-21,22:22,Electrónicos,7331.9,4,2639.48,Tarjeta de Crédito
1396,2023-05-21,14:35,Alimentos y bebidas,76.0,1,0.0,Transferencia
1390,2023-05-21,15:40,Electrodomésticos,417.9,2,8.36,Tarjeta de Crédito
1382,2023-05-21,20:03,Belleza e higiene,222.9,1,6.69,Transferencia
1395,2023-05-21,23:48,Belleza e higiene,111.9,2,0.0,Tarjeta de Crédito
1381,2023-05-21,17:03,Herramientas y construcción,152.9,1,0.0,Tarjeta de Crédito
1392,2023-05-21,22:05,Casa y aseo,94.9,1,0.0,Tarjeta de Crédito
1391,2023-05-21,15:33,Casa y aseo,135.9,2,5.44,Tarjeta de Crédito
1385,2023-05-21,00:41,Alimentos y bebidas,21.9,5,1.1,Transferencia
1383,2023-05-21,23:26,Casa y aseo,45.9,2,6.43,Transferencia
1384,2023-05-21,17:02,Electrónicos,7792.9,4,0.0,Tarjeta de Crédito
1387,2023-05-21,18:26,Alimentos y bebidas,26.9,4,7.53,Transferencia
1389,2023-05-21,16:44,Belleza e higiene,238.9,4,38.22,Transferencia
1386,2023-05-21,17:30,Casa y aseo,128.9,3,0.0,Tarjeta de Crédito
1388,2023-05-21,23:49,Libros,16.9,4,3.38,Transferencia
1412,2023-05-23,17:28,Casa y aseo,93.9,3,16.9,Tarjeta de Crédito
1398,2023-05-23,16:42,Electrónicos,4458.9,4,0.0,Transferencia
1399,2023-05-23,14:58,Papelería y oficina,9.0,3,0.81,Tarjeta de Crédito
1407,2023-05-23,21:40,Casa y aseo,142.9,1,1.43,Transferencia
1405,2023-05-23,21:58,Belleza e higiene,240.9,3,14.45,Tarjeta de Crédito
1404,2023-05-23,23:53,Libros,61.9,3,9.28,Tarjeta de Crédito
1411,2023-05-23,18:05,Electrónicos,4591.9,4,918.38,Tarjeta de Crédito
1401,2023-05-23,20:49,Electrodomésticos,1108.9,3,99.8,Tarjeta de Débito
1397,2023-05-23,00:20,Electrodomésticos,2074.9,4,83.0,Tarjeta de Crédito
1409,2023-05-23,00:26,Papelería y oficina,46.9,4,13.13,Tarjeta de Crédito
1414,2023-05-23,00:19,Libros,59.9,4,14.38,Tarjeta de Crédito
1406,2023-05-23,18:12,Libros,144.9,1,14.49,Tarjeta de Crédito
1400,2023-05-23,18:28,Belleza e higiene,79.9,2,3.2,Tarjeta de Crédito
1413,2023-05-23,14:47,Alimentos y bebidas,83.9,2,10.07,Tarjeta de Crédito
1403,2023-05-23,19:49,Casa y aseo,198.9,3,23.87,Tarjeta de Débito
1408,2023-05-23,14:20,Electrodomésticos,2524.9,2,353.49,Tarjeta de Crédito
1415,2023-05-23,14:14,Belleza e higiene,40.9,1,0.0,Tarjeta de Crédito
1416,2023-05-23,23:12,Casa y aseo,179.0,4,21.48,Transferencia
1410,2023-05-23,16:28,Electrodomésticos,3082.9,3,92.49,Tarjeta de Crédito
1402,2023-05-23,15:38,Belleza e higiene,197.9,1,0.0,Transferencia
1424,2023-05-24,20:44,Libros,73.9,1,6.65,Transferencia
1432,2023-05-24,14:37,Electrónicos,6966.9,1,139.34,Tarjeta de Crédito
1430,2023-05-24,23:49,Casa y aseo,52.9,2,3.17,Tarjeta de Crédito
1431,2023-05-24,21:35,Belleza e higiene,124.9,4,24.98,Transferencia
1423,2023-05-24,23:17,Alimentos y bebidas,91.0,4,18.2,Tarjeta de Débito
1420,2023-05-24,00:58,Alimentos y bebidas,36.9,2,4.43,Tarjeta de Crédito
1422,2023-05-24,18:10,Belleza e higiene,56.9,2,0.0,Transferencia
1421,2023-05-24,00:09,Alimentos y bebidas,40.0,4,9.6,Tarjeta de Crédito
1418,2023-05-24,15:08,Herramientas y construcción,34.9,2,0.0,Tarjeta de Crédito
1417,2023-05-24,21:09,Casa y aseo,113.9,1,2.28,Paypal
1429,2023-05-24,23:56,Casa y aseo,40.0,3,1.2,Tarjeta de Crédito
1428,2023-05-24,21:03,Alimentos y bebidas,29.9,4,5.98,Transferencia
1419,2023-05-24,19:45,Casa y aseo,192.9,3,34.72,Tarjeta de Crédito
1426,2023-05-24,18:28,Casa y aseo,165.9,5,49.77,Tarjeta de Crédito
1425,2023-05-24,21:08,Alimentos y bebidas,43.9,2,0.0,Transferencia
1427,2023-05-24,23:12,Papelería y oficina,41.9,3,5.03,Transferencia
1436,2023-05-25,00:56,Electrónicos,4020.9,2,0.0,Tarjeta de Crédito
1451,2023-05-25,17:51,Electrodomésticos,100.9,5,5.04,Tarjeta de Crédito
1454,2023-05-25,23:30,Electrodomésticos,1397.9,5,698.95,Tarjeta de Crédito
1453,2023-05-25,18:40,Belleza e higiene,236.9,5,23.69,Tarjeta de Crédito
1449,2023-05-25,18:06,Casa y aseo,39.9,5,9.98,Tarjeta de Crédito
1445,2023-05-25,23:13,Electrodomésticos,2718.9,4,1087.56,Tarjeta de Crédito
1450,2023-05-25,22:55,Casa y aseo,88.9,4,21.34,Tarjeta de Crédito
1446,2023-05-25,16:36,Belleza e higiene,136.9,4,0.0,Tarjeta de Crédito
1434,2023-05-25,21:47,Alimentos y bebidas,40.9,3,6.14,Tarjeta de Crédito
1447,2023-05-25,23:55,Belleza e higiene,70.9,3,0.0,Transferencia
1437,2023-05-25,18:02,Casa y aseo,171.9,4,55.01,Tarjeta de Crédito
1439,2023-05-25,19:15,Alimentos y bebidas,84.9,3,22.92,Tarjeta de Crédito
1435,2023-05-25,22:43,Electrónicos,7258.9,3,2177.67,Tarjeta de Crédito
1442,2023-05-25,00:02,Herramientas y construcción,138.9,2,22.22,Tarjeta de Débito
1438,2023-05-25,22:44,Papelería y oficina,28.9,5,5.78,Tarjeta de Crédito
1452,2023-05-25,18:04,Electrónicos,4821.9,4,964.38,Tarjeta de Crédito
1448,2023-05-25,18:49,Alimentos y bebidas,87.0,1,5.22,Tarjeta de Débito
1440,2023-05-25,15:45,Belleza e higiene,175.9,5,79.16,Tarjeta de Crédito
1443,2023-05-25,23:55,Casa y aseo,162.9,1,0.0,Tarjeta de Crédito
1441,2023-05-25,22:44,Alimentos y bebidas,46.9,5,14.07,Tarjeta de Crédito
1444,2023-05-25,22:37,Electrónicos,4764.9,3,857.68,Transferencia
1433,2023-05-25,00:40,Electrodomésticos,2138.9,2,427.78,Transferencia
1460,2023-05-26,23:11,Casa y aseo,109.9,4,21.98,Tarjeta de Crédito
1462,2023-05-26,17:35,Electrónicos,7470.9,3,0.0,Transferencia
1461,2023-05-26,21:23,Casa y aseo,161.9,1,12.95,Tarjeta de Crédito
1458,2023-05-26,23:36,Electrónicos,4634.9,1,92.7,Tarjeta de Crédito
1466,2023-05-26,00:32,Electrónicos,7109.9,4,2843.96,Paypal
1471,2023-05-26,20:42,Papelería y oficina,40.9,1,2.04,Transferencia
1469,2023-05-26,23:18,Casa y aseo,62.9,2,12.58,Tarjeta de Crédito
1464,2023-05-26,21:27,Electrodomésticos,2395.9,3,575.02,Tarjeta de Débito
1470,2023-05-26,23:58,Electrodomésticos,739.9,1,22.2,Tarjeta de Crédito
1455,2023-05-26,20:45,Casa y aseo,133.9,3,0.0,Tarjeta de Crédito
1465,2023-05-26,14:27,Papelería y oficina,5.9,1,0.24,Transferencia
1456,2023-05-26,18:59,Belleza e higiene,151.9,1,9.11,Transferencia
1473,2023-05-26,00:52,Belleza e higiene,166.9,5,50.07,Transferencia
1463,2023-05-26,22:07,Alimentos y bebidas,36.9,1,0.0,Transferencia
1467,2023-05-26,16:07,Casa y aseo,122.9,2,12.29,Transferencia
1457,2023-05-26,18:35,Belleza e higiene,112.9,1,5.64,Transferencia
1459,2023-05-26,21:04,Casa y aseo,117.0,3,0.0,Tarjeta de Crédito
1468,2023-05-26,21:57,Casa y aseo,125.9,2,12.59,Transferencia
1474,2023-05-26,20:33,Belleza e higiene,66.9,3,12.04,Tarjeta de Crédito
1472,2023-05-26,23:54,Electrónicos,5876.9,3,0.0,Paypal
1476,2023-05-27,23:37,Electrónicos,5230.9,4,0.0,Paypal
1478,2023-05-27,17:52,Casa y aseo,109.9,3,13.19,Paypal
1497,2023-05-27,23:14,Casa y aseo,71.9,5,35.95,Tarjeta de Crédito
1492,2023-05-27,23:11,Casa y aseo,35.9,3,4.31,Tarjeta de Crédito
1477,2023-05-27,18:58,Alimentos y bebidas,78.9,2,9.47,Tarjeta de Débito
1486,2023-05-27,22:22,Papelería y oficina,35.9,4,7.18,Transferencia
1494,2023-05-27,18:52,Electrónicos,6174.9,1,308.74,Tarjeta de Débito
1499,2023-05-27,16:55,Alimentos y bebidas,32.9,3,9.87,Transferencia
1475,2023-05-27,20:46,Belleza e higiene,142.9,1,4.29,Tarjeta de Crédito
1489,2023-05-27,23:24,Alimentos y bebidas,68.9,4,13.78,Paypal
1480,2023-05-27,23:29,Casa y aseo,74.9,5,37.45,Tarjeta de Débito
1500,2023-05-27,23:31,Alimentos y bebidas,33.9,3,6.1,Tarjeta de Crédito
1481,2023-05-27,17:54,Herramientas y construcción,90.9,2,14.54,Paypal
1488,2023-05-27,18:27,Belleza e higiene,28.9,4,9.25,Tarjeta de Crédito
1484,2023-05-27,22:22,Electrónicos,5195.9,3,0.0,Transferencia
1491,2023-05-27,17:00,Electrodomésticos,2837.9,2,227.03,Tarjeta de Crédito
1487,2023-05-27,18:55,Alimentos y bebidas,58.0,1,4.64,Tarjeta de Crédito
1490,2023-05-27,18:37,Herramientas y construcción,163.9,2,0.0,Paypal
1498,2023-05-27,22:03,Papelería y oficina,17.9,3,0.0,Transferencia
1485,2023-05-27,20:59,Belleza e higiene,201.9,4,0.0,Tarjeta de Débito
1482,2023-05-27,17:20,Alimentos y bebidas,30.9,3,8.34,Transferencia
1493,2023-05-27,22:27,Alimentos y bebidas,85.9,2,13.74,Tarjeta de Crédito
1496,2023-05-27,14:34,Alimentos y bebidas,36.9,1,1.11,Tarjeta de Crédito
1495,2023-05-27,21:01,Alimentos y bebidas,65.9,4,7.91,Tarjeta de Crédito
1479,2023-05-27,23:56,Belleza e higiene,102.9,3,27.78,Tarjeta de Crédito
1483,2023-05-27,20:23,Electrónicos,5371.9,3,1128.1,Transferencia
1502,2023-05-27,23:30,Papelería y oficina,19.9,4,5.57,Transferencia
1503,2023-05-27,17:53,Belleza e higiene,201.9,5,70.67,Tarjeta de Crédito
1504,2023-05-27,22:50,Electrónicos,7920.0,4,1584.0,Transferencia
1501,2023-05-27,23:43,Belleza e higiene,156.9,5,39.22,Tarjeta de Débito
1525,2023-05-28,20:26,Libros,43.9,1,1.32,Transferencia
1509,2023-05-28,16:36,Electrodomésticos,1286.9,1,0.0,Tarjeta de Crédito
1528,2023-05-28,00:07,Belleza e higiene,52.9,4,10.58,Tarjeta de Crédito
1521,2023-05-28,14:20,Electrónicos,6387.9,5,1596.98,Tarjeta de Crédito
1518,2023-05-28,21:16,Herramientas y construcción,219.9,4,87.96,Transferencia
1515,2023-05-28,17:52,Casa y aseo,101.9,5,0.0,Transferencia
1514,2023-05-28,22:36,Belleza e higiene,238.9,4,95.56,Tarjeta de Crédito
1506,2023-05-28,18:57,Belleza e higiene,203.9,5,40.78,Transferencia
1531,2023-05-28,18:46,Belleza e higiene,68.0,4,10.88,Tarjeta de Crédito
1530,2023-05-28,14:18,Alimentos y bebidas,64.9,1,2.6,Transferencia
1533,2023-05-28,18:17,Libros,78.9,5,0.0,Tarjeta de Crédito
1517,2023-05-28,18:32,Alimentos y bebidas,84.9,2,0.0,Tarjeta de Crédito
1513,2023-05-28,18:39,Electrodomésticos,3548.9,2,0.0,Tarjeta de Crédito
1534,2023-05-28,22:57,Belleza e higiene,130.9,3,11.78,Paypal
1511,2023-05-28,19:10,Libros,113.9,1,10.25,Tarjeta de Crédito
1527,2023-05-28,21:11,Electrodomésticos,2245.9,4,628.85,Tarjeta de Crédito
1526,2023-05-28,21:21,Herramientas y construcción,300.9,3,45.14,Tarjeta de Crédito
1529,2023-05-28,18:30,Electrónicos,7311.9,1,365.6,Transferencia
1520,2023-05-28,21:29,Alimentos y bebidas,61.9,3,5.57,Tarjeta de Crédito
1535,2023-05-28,16:30,Alimentos y bebidas,52.0,2,0.0,Transferencia
1524,2023-05-28,15:04,Casa y aseo,44.9,5,13.47,Transferencia
1532,2023-05-28,20:35,Alimentos y bebidas,68.0,4,10.88,Tarjeta de Crédito
1516,2023-05-28,22:22,Libros,98.9,1,6.92,Transferencia
1523,2023-05-28,20:03,Belleza e higiene,138.9,2,0.0,Transferencia
1512,2023-05-28,15:24,Electrónicos,7062.9,1,423.77,Transferencia
1505,2023-05-28,22:52,Alimentos y bebidas,44.0,3,6.6,Transferencia
1519,2023-05-28,20:56,Electrodomésticos,3052.9,5,1373.8,Tarjeta de Crédito
1510,2023-05-28,00:24,Belleza e higiene,98.9,4,0.0,Tarjeta de Crédito
1522,2023-05-28,15:16,Casa y aseo,22.9,5,0.0,Tarjeta de Crédito
1536,2023-05-28,00:30,Casa y aseo,90.9,5,31.82,Tarjeta de Crédito
1508,2023-05-28,23:33,Casa y aseo,191.9,4,76.76,Tarjeta de Crédito
1507,2023-05-28,21:03,Casa y aseo,150.9,4,0.0,Transferencia
1541,2023-05-30,18:37,Belleza e higiene,39.9,1,1.2,Tarjeta de Crédito
1538,2023-05-30,23:04,Casa y aseo,130.9,4,26.18,Paypal
1537,2023-05-30,22:04,Casa y aseo,13.9,4,2.78,Transferencia
1556,2023-05-30,21:51,Alimentos y bebidas,89.9,5,13.48,Tarjeta de Crédito
1539,2023-05-30,19:10,Belleza e higiene,99.9,1,5.0,Tarjeta de Crédito
1543,2023-05-30,00:33,Herramientas y construcción,214.0,4,42.8,Tarjeta de Crédito
1548,2023-05-30,18:01,Electrodomésticos,90.9,2,18.18,Paypal
1545,2023-05-30,23:19,Belleza e higiene,245.9,2,0.0,Tarjeta de Crédito
1558,2023-05-30,19:36,Electrodomésticos,3911.9,1,117.36,Paypal
1547,2023-05-30,00:55,Alimentos y bebidas,85.9,5,0.0,Tarjeta de Débito
1555,2023-05-30,22:20,Herramientas y construcción,291.9,1,8.76,Tarjeta de Crédito
1549,2023-05-30,18:30,Belleza e higiene,43.9,2,6.15,Tarjeta de Crédito
1557,2023-05-30,00:28,Alimentos y bebidas,79.9,4,31.96,Paypal
1551,2023-05-30,21:14,Alimentos y bebidas,29.9,2,0.0,Transferencia
1554,2023-05-30,16:06,Alimentos y bebidas,64.9,5,16.23,Tarjeta de Débito
1552,2023-05-30,17:20,Alimentos y bebidas,90.0,1,3.6,Tarjeta de Débito
1553,2023-05-30,17:11,Belleza e higiene,219.9,3,26.39,Tarjeta de Crédito
1550,2023-05-30,18:03,Casa y aseo,52.9,4,16.93,Tarjeta de Crédito
1544,2023-05-30,18:29,Papelería y oficina,11.9,4,2.38,Tarjeta de Crédito
1546,2023-05-30,22:02,Electrónicos,4834.0,4,580.08,Tarjeta de Crédito
1540,2023-05-30,14:04,Casa y aseo,152.9,5,0.0,Tarjeta de Débito
1542,2023-05-30,22:38,Electrónicos,6611.9,1,595.07,Tarjeta de Crédito
1565,2023-05-31,18:19,Papelería y oficina,35.9,3,0.0,Transferencia
1571,2023-05-31,21:51,Papelería y oficina,37.0,5,9.25,Tarjeta de Débito
1580,2023-05-31,17:36,Alimentos y bebidas,66.9,5,13.38,Transferencia
