ID_compra,ID_cliente,ciudad,estado,region,edad,sexo_biologico,cashback,nota
5836,5551,Hermosillo,Sonora,Noroeste,48,Masculino,No,8
1155,4495,San Luis Potosí,San Luis Potosí,Centro-Norte,55,Femenino,No,9
5910,6076,San Luis Potosí,San Luis Potosí,Centro-Norte,42,Femenino,No,9
3197,6921,San Luis Potosí,San Luis Potosí,Centro-Norte,33,Masculino,Sí,9
994,2647,San Luis Potosí,San Luis Potosí,Centro-Norte,54,Masculino,No,9
5236,3598,Durango,Durango,Noroeste,28,Masculino,Sí,2
1065,6031,San Luis Potosí,San Luis Potosí,Centro-Norte,47,Femenino,No,7
3729,1547,San Luis Potosí,San Luis Potosí,Centro-Norte,37,Femenino,No,9
6070,1318,Ciudad de México,Ciudad de México,Centro,54,Femenino,No,10
2396,5579,San Luis Potosí,San Luis Potosí,Centro-Norte,34,Femenino,No,9
4412,7877,Toluca,Estado de México,Centro,49,Masculino,No,4
4436,6261,San Luis Potosí,San Luis Potosí,Centro-Norte,58,Masculino,No,10
2834,6458,León,Guanajuato,Centro-Norte,51,Femenino,No,9
5962,7676,Toluca,Estado de México,Centro,40,Femenino,Sí,8
1848,7136,San Luis Potosí,San Luis Potosí,Centro-Norte,51,Femenino,No,4
3932,4041,San Luis Potosí,San Luis Potosí,Centro-Norte,42,Femenino,No,7
1571,3414,San Luis Potosí,San Luis Potosí,Centro-Norte,22,Femenino,Sí,8
5498,3282,Chihuahua,Chihuahua,Noroeste,62,Femenino,No,9
6001,5760,San Luis Potosí,San Luis Potosí,Centro-Norte,28,Femenino,Sí,9
4074,4771,Monterrey ,Nuevo León,Noreste,48,Femenino,No,9
4988,5238,Monterrey ,Nuevo León,Noreste,45,Femenino,No,9
3354,5217,Monterrey ,Nuevo León,Noreste,51,Femenino,No,10
1819,7295,Cholula,Puebla,Centro-Sur,30,Femenino,Sí,10
3986,1467,San Luis Potosí,San Luis Potosí,Centro-Norte,39,Masculino,Sí,8
1353,7511,San Luis Potosí,San Luis Potosí,Centro-Norte,38,Femenino,Sí,8
5468,1546,Ciudad de México,Ciudad de México,Centro,31,Femenino,Sí,9
3537,5168,León,Guanajuato,Centro-Norte,38,Femenino,Sí,10
4638,9338,Veracruz,Veracruz,Golfo,32,Masculino,No,8
1286,1551,San Luis Potosí,San Luis Potosí,Centro-Norte,27,Masculino,Sí,9
5882,5727,San Luis Potosí,San Luis Potosí,Centro-Norte,33,Femenino,Sí,9
2987,4895,San Luis Potosí,San Luis Potosí,Centro-Norte,36,Masculino,Sí,7
3723,2983,San Luis Potosí,San Luis Potosí,Centro-Norte,36,Femenino,Sí,10
5482,3845,Guadalajara,Jalisco,Occidente,63,Masculino,No,7
4132,8877,Cholula,Puebla,Centro-Sur,38,Masculino,Sí,10
922,2573,Ciudad de México,Ciudad de México,Centro,23,Masculino,Sí,9
3935,9722,Saltillo,Coahuila,Noreste,38,Femenino,Sí,9
2839,3756,San Luis Potosí,San Luis Potosí,Centro-Norte,47,Masculino,No,9
4093,6080,San Luis Potosí,San Luis Potosí,Centro-Norte,48,Masculino,No,10
1448,8586,Oaxaca de Juárez,Oaxaca,Sur,40,Femenino,Sí,9
4042,2504,Chihuahua,Chihuahua,Noroeste,46,Masculino,No,10
3370,8998,San Luis Potosí,San Luis Potosí,Centro-Norte,49,Femenino,No,9
4683,4747,San Luis Potosí,San Luis Potosí,Centro-Norte,45,Masculino,No,8
5367,2264,San Luis Potosí,San Luis Potosí,Centro-Norte,44,Femenino,No,9
3998,6004,San Luis Potosí,San Luis Potosí,Centro-Norte,37,Masculino,No,10
1345,1073,San Luis Potosí,San Luis Potosí,Centro-Norte,46,Femenino,No,8
4290,2039,Ciudad de México,Ciudad de México,Centro,40,Masculino,Sí,8
2185,3872,San Luis Potosí,San Luis Potosí,Centro-Norte,39,Masculino,Sí,9
4332,2620,Chihuahua,Chihuahua,Noroeste,32,Masculino,No,9
3136,7671,San Luis Potosí,San Luis Potosí,Centro-Norte,43,Masculino,No,7
4636,9793,Veracruz,Veracruz,Golfo,38,Masculino,Sí,10
1966,3380,Chihuahua,Chihuahua,Noroeste,34,Masculino,Sí,8
126,9629,San Luis Potosí,San Luis Potosí,Centro-Norte,26,Masculino,No,8
2680,9746,Veracruz,Veracruz,Golfo,59,Masculino,No,8
5894,7762,Toluca,Estado de México,Centro,25,Femenino,No,8
6103,2944,San Luis Potosí,San Luis Potosí,Centro-Norte,52,Masculino,No,10
306,4943,Monterrey ,Nuevo León,Noreste,27,Femenino,No,7
3315,1530,Cancún,Quintana Roo,Sureste,34,Femenino,No,7
442,7574,San Luis Potosí,San Luis Potosí,Centro-Norte,41,Femenino,No,9
2239,8752,San Luis Potosí,San Luis Potosí,Centro-Norte,30,Masculino,Sí,9
428,6195,San Luis Potosí,San Luis Potosí,Centro-Norte,49,Femenino,No,7
4663,9763,General Escobedo,Nuevo León,Noreste,33,Femenino,Sí,9
5728,5445,Monterrey ,Nuevo León,Noreste,43,Masculino,No,9
2018,7233,General Escobedo,Nuevo León,Noreste,52,Masculino,No,8
5163,9725,Saltillo,Coahuila,Noreste,42,Femenino,No,9
2413,6424,General Escobedo,Nuevo León,Noreste,58,Femenino,No,7
5015,5864,General Escobedo,Nuevo León,Noreste,30,Femenino,Sí,7
1600,1061,Ciudad de México,Ciudad de México,Centro,21,Masculino,Sí,10
1308,6782,León,Guanajuato,Centro-Norte,34,Masculino,No,9
1334,6365,Hermosillo,Sonora,Noroeste,50,Masculino,No,8
78,6970,León,Guanajuato,Centro-Norte,38,Masculino,Sí,2
3743,4630,Monterrey ,Nuevo León,Noreste,30,Masculino,No,9
2016,2161,General Escobedo,Nuevo León,Noreste,31,Femenino,Sí,10
804,4356,Chihuahua,Chihuahua,Noroeste,38,Masculino,No,8
291,7520,Toluca,Estado de México,Centro,23,Femenino,Sí,8
5575,6345,General Escobedo,Nuevo León,Noreste,28,Femenino,No,8
3218,1919,Veracruz,Veracruz,Golfo,27,Masculino,No,3
5796,3966,Durango,Durango,Noroeste,34,Femenino,Sí,9
2361,7502,General Escobedo,Nuevo León,Noreste,18,Femenino,Sí,9
3381,1130,Ciudad de México,Ciudad de México,Centro,27,Masculino,No,8
2950,7957,Toluca,Estado de México,Centro,25,Femenino,Sí,7
2590,6458,León,Guanajuato,Centro-Norte,51,Femenino,No,10
103,6010,Hermosillo,Sonora,Noroeste,35,Masculino,Sí,10
118,3890,Guadalajara,Jalisco,Occidente,26,Femenino,Sí,10
4469,5731,Monterrey ,Nuevo León,Noreste,35,Masculino,Sí,9
752,4348,Durango,Durango,Noroeste,34,Femenino,No,9
4982,8636,General Escobedo,Nuevo León,Noreste,37,Masculino,Sí,10
4591,2163,General Escobedo,Nuevo León,Noreste,42,Masculino,No,9
5412,5296,General Escobedo,Nuevo León,Noreste,38,Femenino,No,9
3968,7590,General Escobedo,Nuevo León,Noreste,70,Femenino,No,8
1134,4648,Monterrey ,Nuevo León,Noreste,36,Masculino,Sí,9
4509,1457,Ciudad de México,Ciudad de México,Centro,44,Femenino,No,8
3835,1714,General Escobedo,Nuevo León,Noreste,40,Masculino,Sí,8
2910,8615,General Escobedo,Nuevo León,Noreste,43,Masculino,No,8
5820,3924,Guadalajara,Jalisco,Occidente,39,Femenino,Sí,9
4637,5521,General Escobedo,Nuevo León,Noreste,52,Masculino,No,9
2135,2803,Ciudad de México,Ciudad de México,Centro,43,Femenino,No,9
24,9153,Saltillo,Coahuila,Noreste,34,Masculino,No,9
2601,5115,General Escobedo,Nuevo León,Noreste,31,Masculino,Sí,8
4035,3350,General Escobedo,Nuevo León,Noreste,44,Femenino,No,10
3799,2289,General Escobedo,Nuevo León,Noreste,44,Femenino,No,10
5949,2950,General Escobedo,Nuevo León,Noreste,43,Femenino,No,6
5053,3927,Guadalajara,Jalisco,Occidente,25,Femenino,No,9
2011,4019,Guadalajara,Jalisco,Occidente,32,Masculino,No,9
5380,4444,Guadalajara,Jalisco,Occidente,45,Masculino,No,8
2001,5532,General Escobedo,Nuevo León,Noreste,35,Masculino,Sí,9
6156,1664,Ciudad de México,Ciudad de México,Centro,39,Masculino,Sí,7
3980,2075,Veracruz,Veracruz,Golfo,32,Femenino,Sí,8
5772,3811,Chihuahua,Chihuahua,Noroeste,34,Masculino,Sí,9
6135,8462,Oaxaca de Juárez,Oaxaca,Sur,41,Femenino,No,8
5156,2689,General Escobedo,Nuevo León,Noreste,28,Femenino,Sí,10
4643,5267,Ciudad de México,Ciudad de México,Centro,49,Masculino,No,10
4100,6765,General Escobedo,Nuevo León,Noreste,35,Femenino,Sí,10
178,2714,General Escobedo,Nuevo León,Noreste,43,Masculino,No,9
2473,9904,Saltillo,Coahuila,Noreste,34,Femenino,Sí,9
6008,9976,General Escobedo,Nuevo León,Noreste,47,Masculino,No,10
4985,9033,General Escobedo,Nuevo León,Noreste,47,Femenino,No,8
5959,8447,Oaxaca de Juárez,Oaxaca,Sur,43,Femenino,No,10
3773,9886,General Escobedo,Nuevo León,Noreste,29,Masculino,No,7
5698,8368,Cholula,Puebla,Centro-Sur,46,Masculino,No,9
502,4287,General Escobedo,Nuevo León,Noreste,49,Femenino,No,10
290,8736,Oaxaca de Juárez,Oaxaca,Sur,47,Masculino,No,9
3118,6656,General Escobedo,Nuevo León,Noreste,35,Femenino,Sí,6
2886,2776,General Escobedo,Nuevo León,Noreste,34,Femenino,No,10
4797,5960,General Escobedo,Nuevo León,Noreste,33,Masculino,Sí,8
1858,2025,Ciudad de México,Ciudad de México,Centro,38,Masculino,No,10
1706,9691,Veracruz,Veracruz,Golfo,18,Masculino,Sí,0
510,1468,General Escobedo,Nuevo León,Noreste,33,Femenino,Sí,5
4334,1218,Ciudad de México,Ciudad de México,Centro,36,Femenino,Sí,10
3024,9773,General Escobedo,Nuevo León,Noreste,41,Femenino,No,9
588,4092,General Escobedo,Nuevo León,Noreste,28,Masculino,Sí,6
381,1464,Ciudad de México,Ciudad de México,Centro,41,Masculino,No,6
4123,6398,General Escobedo,Nuevo León,Noreste,60,Femenino,No,10
5296,6698,Lagos de Moreno,Jalisco,Occidente,27,Masculino,No,8
5953,3167,Durango,Durango,Noroeste,51,Femenino,No,4
509,1537,General Escobedo,Nuevo León,Noreste,26,Femenino,Sí,9
4520,1691,Ciudad de México,Ciudad de México,Centro,53,Masculino,No,7
1558,4067,Guadalajara,Jalisco,Occidente,30,Masculino,No,7
2793,9895,General Escobedo,Nuevo León,Noreste,26,Masculino,Sí,9
1569,1804,Ciudad de México,Ciudad de México,Centro,46,Masculino,No,9
648,3309,General Escobedo,Nuevo León,Noreste,44,Femenino,No,3
4377,2996,Durango,Durango,Noroeste,45,Femenino,No,8
2237,2512,General Escobedo,Nuevo León,Noreste,33,Femenino,Sí,9
1988,8525,Cholula,Puebla,Centro-Sur,31,Femenino,Sí,9
2114,6016,General Escobedo,Nuevo León,Noreste,38,Femenino,No,9
4574,3381,Chihuahua,Chihuahua,Noroeste,39,Femenino,Sí,10
5052,1309,Ciudad de México,Ciudad de México,Centro,36,Masculino,No,9
4222,6185,General Escobedo,Nuevo León,Noreste,53,Masculino,No,9
1125,6111,General Escobedo,Nuevo León,Noreste,32,Femenino,Sí,6
5303,8866,General Escobedo,Nuevo León,Noreste,59,Masculino,No,10
3678,1495,Ciudad de México,Ciudad de México,Centro,51,Masculino,No,8
2105,2048,General Escobedo,Nuevo León,Noreste,46,Masculino,No,8
2512,7282,Toluca,Estado de México,Centro,37,Masculino,Sí,10
3281,6553,General Escobedo,Nuevo León,Noreste,42,Masculino,No,7
5021,2469,General Escobedo,Nuevo León,Noreste,40,Masculino,No,9
3662,2120,General Escobedo,Nuevo León,Noreste,28,Masculino,Sí,10
4821,1645,Cancún,Quintana Roo,Sureste,49,Femenino,No,9
1752,9332,Cancún,Quintana Roo,Sureste,28,Femenino,No,8
3901,4598,Cancún,Quintana Roo,Sureste,27,Femenino,Sí,9
1564,7407,Cancún,Quintana Roo,Sureste,25,Masculino,Sí,9
188,7165,Cholula,Puebla,Centro-Sur,50,Femenino,No,7
3519,6881,Cancún,Quintana Roo,Sureste,53,Femenino,No,8
955,3619,Cancún,Quintana Roo,Sureste,42,Masculino,No,10
2774,1797,Ciudad de México,Ciudad de México,Centro,49,Femenino,No,9
1606,5019,León,Guanajuato,Centro-Norte,32,Masculino,Sí,10
3884,2383,Chihuahua,Chihuahua,Noroeste,48,Femenino,No,9
2159,2037,Cancún,Quintana Roo,Sureste,39,Masculino,Sí,9
1045,3844,Cancún,Quintana Roo,Sureste,33,Femenino,Sí,7
4174,7198,Cancún,Quintana Roo,Sureste,41,Masculino,No,8
2454,4865,Durango,Durango,Noroeste,32,Femenino,No,9
448,2745,Cancún,Quintana Roo,Sureste,50,Femenino,No,10
3436,2723,Cancún,Quintana Roo,Sureste,37,Femenino,Sí,9
6109,8818,Cancún,Quintana Roo,Sureste,32,Masculino,Sí,10
6074,8819,Cancún,Quintana Roo,Sureste,37,Masculino,Sí,9
4714,1367,Ciudad de México,Ciudad de México,Centro,37,Masculino,Sí,9
2299,7514,Cancún,Quintana Roo,Sureste,46,Femenino,No,9
1322,2171,Cancún,Quintana Roo,Sureste,59,Femenino,No,9
1825,4403,Cancún,Quintana Roo,Sureste,36,Masculino,Sí,10
3394,3499,Cancún,Quintana Roo,Sureste,18,Masculino,Sí,10
561,5988,Cancún,Quintana Roo,Sureste,42,Masculino,No,10
3029,7853,Cancún,Quintana Roo,Sureste,18,Masculino,Sí,5
4675,9556,Cancún,Quintana Roo,Sureste,39,Femenino,No,9
1535,1115,Ciudad de México,Ciudad de México,Centro,18,Femenino,No,8
2728,8544,Cancún,Quintana Roo,Sureste,46,Masculino,No,10
3600,1184,Cancún,Quintana Roo,Sureste,29,Femenino,Sí,9
1118,7120,Cancún,Quintana Roo,Sureste,64,Femenino,No,9
343,3299,Chihuahua,Chihuahua,Noroeste,27,Masculino,Sí,9
483,3332,Cancún,Quintana Roo,Sureste,44,Femenino,No,9
1027,1120,Cancún,Quintana Roo,Sureste,51,Masculino,No,9
696,2109,Veracruz,Veracruz,Golfo,23,Masculino,Sí,8
2368,1450,Ciudad de México,Ciudad de México,Centro,19,Femenino,No,7
3680,2041,Veracruz,Veracruz,Golfo,39,Femenino,Sí,9
128,4982,Monterrey ,Nuevo León,Noreste,33,Masculino,Sí,8
41,8968,Cancún,Quintana Roo,Sureste,39,Femenino,Sí,9
2273,1910,Veracruz,Veracruz,Golfo,45,Femenino,No,9
1647,3602,Guadalajara,Jalisco,Occidente,18,Masculino,Sí,10
2293,1176,Ciudad de México,Ciudad de México,Centro,45,Femenino,No,8
1077,5729,Hermosillo,Sonora,Noroeste,39,Femenino,Sí,8
5847,4151,Cancún,Quintana Roo,Sureste,23,Masculino,Sí,8
5006,9274,Cancún,Quintana Roo,Sureste,31,Femenino,Sí,9
5354,1071,Cancún,Quintana Roo,Sureste,30,Masculino,Sí,10
1519,2652,Chihuahua,Chihuahua,Noroeste,45,Femenino,No,10
2256,8358,Cancún,Quintana Roo,Sureste,18,Femenino,Sí,9
5071,5242,Monterrey ,Nuevo León,Noreste,54,Masculino,No,8
5648,4357,Cancún,Quintana Roo,Sureste,43,Masculino,No,10
2618,7382,Cancún,Quintana Roo,Sureste,30,Femenino,Sí,10
4095,6726,León,Guanajuato,Centro-Norte,18,Masculino,No,7
4148,2118,Cancún,Quintana Roo,Sureste,59,Femenino,No,8
4859,6170,Cancún,Quintana Roo,Sureste,36,Femenino,Sí,7
3466,6404,Cancún,Quintana Roo,Sureste,58,Femenino,No,7
6053,9087,Cancún,Quintana Roo,Sureste,42,Femenino,No,1
5023,6110,León,Guanajuato,Centro-Norte,39,Femenino,Sí,9
660,6471,Cancún,Quintana Roo,Sureste,27,Femenino,Sí,10
354,4169,Cancún,Quintana Roo,Sureste,35,Femenino,Sí,9
277,5415,Cancún,Quintana Roo,Sureste,45,Masculino,No,10
3635,7681,Cholula,Puebla,Centro-Sur,42,Femenino,No,10
329,6051,León,Guanajuato,Centro-Norte,41,Femenino,No,9
110,5354,Monterrey ,Nuevo León,Noreste,28,Femenino,Sí,9
2151,1127,Cancún,Quintana Roo,Sureste,52,Femenino,No,9
2302,1255,Cancún,Quintana Roo,Sureste,42,Masculino,No,9
4708,4376,Durango,Durango,Noroeste,56,Masculino,No,4
1641,7165,Cholula,Puebla,Centro-Sur,50,Femenino,No,10
5537,3758,Cancún,Quintana Roo,Sureste,29,Masculino,No,10
4741,4150,Guadalajara,Jalisco,Occidente,34,Masculino,No,5
2211,3248,Cancún,Quintana Roo,Sureste,27,Femenino,Sí,9
1006,8600,Oaxaca de Juárez,Oaxaca,Sur,27,Masculino,Sí,9
4914,6369,Cancún,Quintana Roo,Sureste,36,Femenino,Sí,9
737,6064,Monterrey ,Nuevo León,Noreste,37,Femenino,Sí,9
5827,6063,Cancún,Quintana Roo,Sureste,47,Femenino,No,9
5366,4328,Cancún,Quintana Roo,Sureste,24,Masculino,Sí,8
572,9542,Cancún,Quintana Roo,Sureste,46,Femenino,No,9
203,8590,Cancún,Quintana Roo,Sureste,48,Femenino,No,10
3580,1435,Ciudad de México,Ciudad de México,Centro,51,Femenino,No,9
94,4153,Guadalajara,Jalisco,Occidente,38,Femenino,No,10
6047,6966,Cancún,Quintana Roo,Sureste,42,Masculino,No,9
4701,4532,Monterrey ,Nuevo León,Noreste,44,Femenino,No,10
4737,1602,Cancún,Quintana Roo,Sureste,47,Masculino,No,7
5167,9798,Saltillo,Coahuila,Noreste,39,Masculino,Sí,8
935,8205,Cholula,Puebla,Centro-Sur,30,Masculino,Sí,7
1327,6752,Cancún,Quintana Roo,Sureste,28,Femenino,No,7
3249,6396,Cancún,Quintana Roo,Sureste,35,Femenino,No,10
4513,5198,Chihuahua,Chihuahua,Noroeste,22,Femenino,No,9
32,3966,Durango,Durango,Noroeste,34,Femenino,Sí,9
3756,8504,Cancún,Quintana Roo,Sureste,45,Femenino,No,4
1919,4611,Durango,Durango,Noroeste,37,Femenino,No,9
1621,3082,Cancún,Quintana Roo,Sureste,34,Masculino,Sí,9
282,1711,Ciudad de México,Ciudad de México,Centro,43,Masculino,No,1
1377,8783,Cancún,Quintana Roo,Sureste,19,Femenino,Sí,10
5783,4989,Cancún,Quintana Roo,Sureste,54,Masculino,No,9
4945,2921,Ciudad de México,Ciudad de México,Centro,36,Femenino,Sí,9
2856,4932,Saltillo,Coahuila,Noreste,20,Femenino,Sí,8
662,5087,Monterrey ,Nuevo León,Noreste,36,Femenino,Sí,8
6081,3323,Saltillo,Coahuila,Noreste,36,Masculino,No,8
868,8224,Cholula,Puebla,Centro-Sur,39,Masculino,Sí,9
2034,2164,Saltillo,Coahuila,Noreste,26,Femenino,No,9
2996,8522,Cholula,Puebla,Centro-Sur,42,Masculino,No,10
316,2782,Ciudad de México,Ciudad de México,Centro,29,Femenino,Sí,10
796,1633,Saltillo,Coahuila,Noreste,38,Femenino,No,10
3179,5428,Saltillo,Coahuila,Noreste,35,Femenino,Sí,9
2875,2421,Saltillo,Coahuila,Noreste,37,Masculino,Sí,10
5317,6012,Saltillo,Coahuila,Noreste,32,Femenino,Sí,10
3341,5805,Saltillo,Coahuila,Noreste,36,Femenino,No,10
4360,9563,Saltillo,Coahuila,Noreste,48,Femenino,No,10
1803,9802,Saltillo,Coahuila,Noreste,18,Femenino,No,10
5591,8611,Saltillo,Coahuila,Noreste,37,Femenino,Sí,9
1056,6778,Saltillo,Coahuila,Noreste,46,Masculino,No,9
3877,1447,Saltillo,Coahuila,Noreste,31,Femenino,Sí,10
5129,8912,Oaxaca de Juárez,Oaxaca,Sur,33,Masculino,Sí,9
1886,4306,Saltillo,Coahuila,Noreste,40,Femenino,Sí,9
4890,2245,Veracruz,Veracruz,Golfo,26,Femenino,Sí,10
2539,1641,Saltillo,Coahuila,Noreste,30,Femenino,Sí,9
2233,5141,Saltillo,Coahuila,Noreste,43,Femenino,No,7
3507,9662,Veracruz,Veracruz,Golfo,40,Femenino,No,8
1655,3206,Chihuahua,Chihuahua,Noroeste,60,Masculino,No,7
537,2385,Saltillo,Coahuila,Noreste,39,Femenino,Sí,8
4487,4621,Saltillo,Coahuila,Noreste,45,Masculino,No,8
6000,7646,Toluca,Estado de México,Centro,38,Femenino,No,10
113,1338,Ciudad de México,Ciudad de México,Centro,31,Masculino,No,6
1009,2427,Chihuahua,Chihuahua,Noroeste,31,Femenino,Sí,10
2920,6922,Saltillo,Coahuila,Noreste,32,Femenino,No,7
2968,2539,Saltillo,Coahuila,Noreste,33,Femenino,No,9
839,2589,Chihuahua,Chihuahua,Noroeste,35,Masculino,Sí,7
4588,1550,Ciudad de México,Ciudad de México,Centro,31,Masculino,Sí,7
2939,4659,Saltillo,Coahuila,Noreste,26,Femenino,No,10
5255,6232,Saltillo,Coahuila,Noreste,41,Masculino,No,9
3644,8343,Oaxaca de Juárez,Oaxaca,Sur,41,Femenino,No,10
949,5607,Saltillo,Coahuila,Noreste,70,Masculino,No,9
4226,8837,Cholula,Puebla,Centro-Sur,31,Masculino,Sí,10
5045,1585,Saltillo,Coahuila,Noreste,28,Femenino,Sí,2
1241,3174,Saltillo,Coahuila,Noreste,38,Femenino,No,9
800,2466,Chihuahua,Chihuahua,Noroeste,40,Femenino,Sí,10
3909,6706,León,Guanajuato,Centro-Norte,38,Femenino,Sí,0
1002,4873,Saltillo,Coahuila,Noreste,24,Femenino,No,6
137,9665,Veracruz,Veracruz,Golfo,50,Masculino,No,10
3558,1033,Saltillo,Coahuila,Noreste,47,Masculino,No,9
4804,5421,Saltillo,Coahuila,Noreste,35,Femenino,Sí,7
5297,1648,Cancún,Quintana Roo,Sureste,29,Femenino,Sí,8
2201,1025,Cancún,Quintana Roo,Sureste,35,Masculino,Sí,10
4283,1484,Ciudad de México,Ciudad de México,Centro,37,Femenino,Sí,8
4235,2192,Saltillo,Coahuila,Noreste,35,Masculino,No,9
1973,6938,Saltillo,Coahuila,Noreste,33,Masculino,Sí,0
4445,7487,Toluca,Estado de México,Centro,60,Femenino,No,10
5159,9036,Saltillo,Coahuila,Noreste,39,Masculino,Sí,9
4558,3167,Durango,Durango,Noroeste,51,Femenino,No,10
92,3320,Chihuahua,Chihuahua,Noroeste,24,Femenino,Sí,8
5660,3148,Durango,Durango,Noroeste,34,Masculino,Sí,9
892,7521,Saltillo,Coahuila,Noreste,50,Masculino,No,9
5203,1340,Saltillo,Coahuila,Noreste,35,Masculino,Sí,10
2821,6726,León,Guanajuato,Centro-Norte,18,Masculino,No,9
760,3442,Chihuahua,Chihuahua,Noroeste,31,Masculino,Sí,7
3716,9022,Saltillo,Coahuila,Noreste,50,Femenino,No,9
3342,1530,Cancún,Quintana Roo,Sureste,34,Femenino,No,9
1479,1530,Cancún,Quintana Roo,Sureste,34,Femenino,No,8
3585,4299,Saltillo,Coahuila,Noreste,37,Femenino,No,9
1447,2872,Ciudad de México,Ciudad de México,Centro,44,Masculino,No,8
2310,2104,Saltillo,Coahuila,Noreste,47,Masculino,No,9
3725,4289,Guadalajara,Jalisco,Occidente,35,Masculino,Sí,7
5628,5645,Saltillo,Coahuila,Noreste,34,Masculino,Sí,8
1639,3939,Saltillo,Coahuila,Noreste,54,Masculino,No,4
1470,4094,Guadalajara,Jalisco,Occidente,24,Femenino,Sí,9
1820,1940,Saltillo,Coahuila,Noreste,30,Femenino,No,9
5131,4365,Durango,Durango,Noroeste,37,Masculino,No,10
604,1711,Ciudad de México,Ciudad de México,Centro,43,Masculino,No,9
3011,1144,Saltillo,Coahuila,Noreste,48,Femenino,No,10
1079,3808,Saltillo,Coahuila,Noreste,56,Masculino,No,5
2357,3053,Durango,Durango,Noroeste,32,Femenino,Sí,10
2340,5508,Saltillo,Coahuila,Noreste,26,Femenino,Sí,9
2496,4368,Guadalajara,Jalisco,Occidente,37,Masculino,Sí,9
73,3575,Saltillo,Coahuila,Noreste,35,Femenino,No,9
3454,5308,Monterrey ,Nuevo León,Noreste,50,Masculino,No,10
6121,8567,Saltillo,Coahuila,Noreste,38,Femenino,Sí,9
1311,7446,Saltillo,Coahuila,Noreste,50,Femenino,No,9
4241,2784,Chihuahua,Chihuahua,Noroeste,44,Femenino,No,10
3958,8156,Cholula,Puebla,Centro-Sur,34,Masculino,No,10
2739,8333,Oaxaca de Juárez,Oaxaca,Sur,44,Femenino,No,9
3158,2375,Chihuahua,Chihuahua,Noroeste,32,Masculino,No,8
1267,9245,Saltillo,Coahuila,Noreste,52,Femenino,No,9
12,5203,Saltillo,Coahuila,Noreste,26,Femenino,Sí,10
1682,5696,Hermosillo,Sonora,Noroeste,45,Masculino,No,10
4583,9354,Saltillo,Coahuila,Noreste,39,Femenino,No,3
5958,8999,Cholula,Puebla,Centro-Sur,38,Masculino,Sí,7
2229,9775,Saltillo,Coahuila,Noreste,42,Masculino,No,7
5981,4861,Monterrey ,Nuevo León,Noreste,43,Masculino,No,3
3782,5701,Ecatepec de Morelos,Estado de México,Centro,69,Masculino,No,9
454,3019,Ecatepec de Morelos,Estado de México,Centro,42,Femenino,No,7
3450,8949,Ecatepec de Morelos,Estado de México,Centro,25,Femenino,Sí,7
5611,5838,Ecatepec de Morelos,Estado de México,Centro,31,Femenino,Sí,8
5091,1897,Ecatepec de Morelos,Estado de México,Centro,34,Masculino,Sí,10
218,6938,Ecatepec de Morelos,Estado de México,Centro,33,Masculino,Sí,9
1654,6526,Ecatepec de Morelos,Estado de México,Centro,39,Masculino,No,9
4904,3485,Chihuahua,Chihuahua,Noroeste,52,Femenino,No,8
5263,1952,Ecatepec de Morelos,Estado de México,Centro,42,Femenino,No,9
3581,5321,Ecatepec de Morelos,Estado de México,Centro,49,Masculino,No,7
3502,8131,Ecatepec de Morelos,Estado de México,Centro,44,Femenino,No,10
5791,6051,León,Guanajuato,Centro-Norte,41,Femenino,No,10
2338,5803,Hermosillo,Sonora,Noroeste,48,Masculino,No,10
1757,9896,Saltillo,Coahuila,Noreste,60,Masculino,No,8
709,3162,Chihuahua,Chihuahua,Noroeste,32,Femenino,Sí,10
1999,9107,Saltillo,Coahuila,Noreste,52,Masculino,No,9
4753,3164,Durango,Durango,Noroeste,26,Femenino,Sí,9
2636,1750,Ecatepec de Morelos,Estado de México,Centro,44,Masculino,No,10
223,2481,Chihuahua,Chihuahua,Noroeste,34,Femenino,Sí,9
5284,3870,Guadalajara,Jalisco,Occidente,21,Masculino,Sí,10
330,2278,Ecatepec de Morelos,Estado de México,Centro,41,Masculino,No,10
2864,4864,Monterrey ,Nuevo León,Noreste,43,Femenino,No,9
1835,2146,Veracruz,Veracruz,Golfo,41,Femenino,No,5
3487,5142,Chihuahua,Chihuahua,Noroeste,44,Masculino,No,10
404,9001,Oaxaca de Juárez,Oaxaca,Sur,38,Femenino,No,10
4550,9125,Ecatepec de Morelos,Estado de México,Centro,51,Femenino,No,10
1131,9761,Ecatepec de Morelos,Estado de México,Centro,48,Femenino,No,9
5165,9169,Ecatepec de Morelos,Estado de México,Centro,49,Femenino,No,10
6153,2719,Ecatepec de Morelos,Estado de México,Centro,37,Masculino,Sí,9
5793,9493,Ecatepec de Morelos,Estado de México,Centro,25,Masculino,Sí,10
5724,9487,Veracruz,Veracruz,Golfo,25,Masculino,No,10
1607,1423,Ecatepec de Morelos,Estado de México,Centro,47,Masculino,No,7
6085,8712,Ecatepec de Morelos,Estado de México,Centro,43,Masculino,No,5
3365,7942,Ecatepec de Morelos,Estado de México,Centro,44,Femenino,No,8
4951,2962,Ecatepec de Morelos,Estado de México,Centro,35,Masculino,Sí,9
772,9735,Ecatepec de Morelos,Estado de México,Centro,34,Masculino,No,9
202,9240,Ecatepec de Morelos,Estado de México,Centro,46,Masculino,No,10
4705,7826,Cholula,Puebla,Centro-Sur,49,Femenino,No,10
